country,year,primary_energy_consumption,population,energy_per_gdp,energy_per_capita,gdp,temperature_change_from_ghg,land_use_change_co2_per_capita,other_co2_per_capita,co2_per_capita,share_global_cumulative_coal_co2,consumption_co2_per_capita,share_global_cumulative_cement_co2,co2_including_luc_per_capita,share_global_flaring_co2,co2_per_unit_energy,land_use_change_co2,gas_co2,trade_co2_share,share_global_co2,share_global_co2_including_luc,consumption_co2,trade_co2,share_global_other_co2,temperature_change_from_n2o,nitrous_oxide_per_capita,oil_co2_per_capita,co2_growth_prct,share_global_cement_co2,share_global_cumulative_gas_co2,share_global_gas_co2,share_global_cumulative_oil_co2,total_ghg_excluding_lucf,co2_growth_abs,cumulative_coal_co2,cement_co2_per_capita,cumulative_oil_co2,cumulative_other_co2,share_global_luc_co2,co2_including_luc_per_gdp,nitrous_oxide,consumption_co2_per_gdp,co2_including_luc_per_unit_energy,methane_per_capita,cumulative_luc_co2,co2_including_luc_growth_prct,co2_including_luc_growth_abs,ghg_excluding_lucf_per_capita,share_global_oil_co2,flaring_co2,coal_co2,temperature_change_from_ch4,cumulative_flaring_co2,flaring_co2_per_capita,other_industry_co2,cumulative_co2,share_global_cumulative_luc_co2,cement_co2,coal_co2_per_capita,ghg_per_capita,share_of_temperature_change_from_ghg,co2,share_global_cumulative_flaring_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_coal_co2,temperature_change_from_co2,total_ghg,share_global_cumulative_other_co2,cumulative_co2_including_luc,co2_including_luc,co2_per_gdp,cumulative_cement_co2,gas_co2_per_capita,cumulative_gas_co2,methane,oil_co2,other_renewables_cons_change_twh,wind_elec_per_capita,oil_share_energy,fossil_energy_per_capita,per_capita_electricity,energy_cons_change_twh,oil_consumption,coal_elec_per_capita,renewables_elec_per_capita,biofuel_elec_per_capita,nuclear_cons_change_pct,renewables_cons_change_pct,fossil_share_energy,coal_prod_per_capita,hydro_cons_change_twh,renewables_electricity,gas_electricity,hydro_energy_per_capita,electricity_generation,other_renewable_electricity,gas_prod_change_twh,oil_prod_change_pct,gas_prod_change_pct,fossil_share_elec,gas_cons_change_pct,carbon_intensity_elec,oil_cons_change_pct,low_carbon_elec_per_capita,biofuel_electricity,fossil_cons_change_pct,hydro_elec_per_capita,coal_cons_change_twh,biofuel_share_elec,biofuel_cons_change_twh,coal_prod_change_pct,gas_consumption,low_carbon_share_elec,wind_cons_change_pct,electricity_share_energy,gas_production,other_renewable_consumption,solar_elec_per_capita,biofuel_share_energy,wind_share_energy,nuclear_cons_change_twh,other_renewables_share_energy,oil_share_elec,other_renewables_cons_change_pct,renewables_share_energy,biofuel_cons_per_capita,coal_cons_change_pct,oil_elec_per_capita,hydro_share_energy,wind_consumption,other_renewables_elec_per_capita_exc_biofuel,wind_energy_per_capita,coal_electricity,low_carbon_share_energy,nuclear_share_elec,renewables_share_elec,other_renewables_elec_per_capita,other_renewables_energy_per_capita,fossil_electricity,electricity_demand,solar_electricity,coal_share_elec,hydro_share_elec,wind_electricity,solar_cons_change_twh,nuclear_elec_per_capita,nuclear_share_energy,solar_energy_per_capita,fossil_fuel_consumption,low_carbon_consumption,oil_prod_change_twh,fossil_cons_change_twh,biofuel_cons_change_pct,coal_consumption,solar_cons_change_pct,wind_cons_change_twh,electricity_demand_per_capita,oil_production,gas_prod_per_capita,oil_cons_change_twh,coal_prod_change_twh,wind_share_elec,greenhouse_gas_emissions,energy_cons_change_pct,low_carbon_cons_change_twh,nuclear_energy_per_capita,renewables_consumption,hydro_electricity,gas_cons_change_twh,oil_prod_per_capita,net_elec_imports,gas_share_elec,gas_elec_per_capita,gas_energy_per_capita,low_carbon_electricity,net_elec_imports_share_demand,oil_electricity,low_carbon_cons_change_pct,other_renewables_share_elec,gas_share_energy,coal_share_energy,solar_share_elec,low_carbon_energy_per_capita,nuclear_electricity,biofuel_consumption,renewables_energy_per_capita,nuclear_consumption,coal_cons_per_capita,renewables_cons_change_twh,solar_consumption,coal_production,oil_energy_per_capita,other_renewable_exc_biofuel_electricity,fossil_elec_per_capita,other_renewables_share_elec_exc_biofuel,hydro_cons_change_pct,solar_share_energy,hydro_consumption
Argentina,1850,,1088372.0,,,2193400064.0,,10.637,,,,,,,,,11.577,,,,,,,,,0.645,,,,,,,0.599,,,,,,0.439,,0.702,,,3.904,11.577,,,0.55,,,,,,,,,0.439,,,27.845,,,,,,,,30.306,,,,,,,,4.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1851,,1115018.0,,,,0.0,10.865,,,,,,,,,12.115,,,,,,,,0.0,0.64,,,,,,,0.61,,,,,,0.43,,0.713,,,3.917,23.692,,,0.547,,,,0.0,,,,,0.434,,,28.134,0.851,,,,,,0.0,31.37,,,,,,,,4.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1852,,1138141.0,,,,0.0,10.579,,,,,,,,,12.04,,,,,,,,0.0,0.637,,,,,,,0.621,,,,,,0.421,,0.724,,,3.941,35.732,,,0.545,,,,0.0,,,,,0.43,,,28.359,0.858,,,,,,0.0,32.277,,,,,,,,4.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1853,,1157536.0,,,,0.0,10.489,,,,,,,,,12.141,,,,,,,,0.0,0.635,,,,,,,0.631,,,,,,0.418,,0.735,,,3.976,47.873,,,0.545,,,,0.0,,,,,0.427,,,28.698,0.865,,,,,,0.0,33.218,,,,,,,,4.603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1854,,1177263.0,,,,0.0,10.369,,,,,,,,,12.208,,,,,,,,0.0,0.633,,,,,,,0.642,,,,,,0.419,,0.746,,,4.01,60.081,,,0.545,,,,0.0,,,,,0.425,,,29.021,0.871,,,,,,0.0,34.165,,,,,,,,4.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1855,,1197325.0,,,,0.0,10.243,,,,,,,,,12.264,,,,,,,,0.0,0.631,,,,,,,0.653,,,,,,0.426,,0.755,,,4.041,72.345,,,0.545,,,,0.0,,,,,0.425,,,29.291,0.88,,,,,,0.0,35.071,,,,,,,,4.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1856,,1217730.0,,,,0.0,10.218,,0.014,0.0,,,10.231,,,12.442,,,0.006,0.384,,,,0.0,0.628,,,,,,,0.681,,0.017,,,,0.419,,0.764,,,4.071,84.787,,,0.559,,,0.017,0.0,,,,0.017,0.424,,0.014,29.634,0.887,0.017,,0.0,0.058,0.006,0.0,36.086,,12.459,12.459,,,,,4.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1857,,1238482.0,,,,0.0,10.123,,0.033,0.001,,,10.156,,,12.537,,,0.014,0.389,,,,0.0,0.624,,144.772,,,,,0.716,0.024,0.057,,,,0.425,,0.773,,,4.099,97.324,0.953,0.119,0.578,,,0.041,0.0,,,,0.057,0.424,,0.033,29.943,0.896,0.041,,0.001,0.101,0.014,0.0,37.084,,25.036,12.578,,,,,5.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1858,,1259588.0,,,,0.0,10.121,,0.042,0.002,,,10.163,,,12.749,,,0.018,0.393,,,,0.0,0.619,,29.47,,,,,0.738,0.012,0.11,,,,0.429,,0.78,,,4.123,110.073,1.781,0.224,0.586,,,0.053,0.0,,,,0.11,0.425,,0.042,30.25,0.906,0.053,,0.002,0.135,0.018,0.0,38.103,,37.838,12.802,,,,,5.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1859,,1285058.0,,,,0.0,9.981,,0.026,0.002,,,10.007,,,12.826,,,0.011,0.385,,,,0.0,0.611,,-35.899,,,,,0.73,-0.019,0.144,,,,0.422,,0.785,,,4.133,122.898,0.453,0.058,0.568,,,0.034,0.0,,,,0.144,0.425,,0.026,30.36,0.914,0.034,,0.002,0.161,0.011,0.0,39.015,,50.697,12.86,,,,,5.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1860,,1315097.0,,,,0.0,10.448,,0.032,0.003,,,10.479,,,13.74,,,0.012,0.443,,,,0.0,0.601,,22.755,,,,,0.748,0.008,0.186,,,,0.494,,0.79,,,4.129,136.638,7.167,0.922,0.569,,,0.042,0.0,,,,0.186,0.431,,0.032,30.645,0.928,0.042,,0.003,0.187,0.013,0.0,40.301,,64.479,13.781,,,,,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1861,,1349915.0,,,,0.0,10.528,,0.037,0.003,,,10.565,,,14.212,,,0.014,0.458,,,,0.0,0.588,,21.297,,,,,0.77,0.009,0.236,,,,0.514,,0.794,,,4.157,150.85,3.489,0.481,0.571,,,0.05,0.0,,,,0.236,0.437,,0.037,30.583,0.942,0.05,,0.003,0.209,0.014,0.0,41.284,,78.741,14.262,,,,,5.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1862,,1389733.0,,,,0.0,10.524,,0.03,0.003,,,10.554,,,14.626,,,0.012,0.474,,,,0.0,0.574,,-17.619,,,,,0.775,-0.009,0.277,,,,0.534,,0.797,,,4.168,165.476,2.84,0.405,0.558,,,0.041,0.0,,,,0.277,0.444,,0.03,30.262,0.956,0.041,,0.003,0.229,0.012,0.0,42.055,,93.408,14.667,,,,,5.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1863,,1434777.0,,,,0.0,10.42,,0.043,0.004,,,10.463,,,14.951,,,0.016,0.486,,,,0.0,0.558,,47.22,,,,,0.809,0.02,0.338,,,,0.552,,0.801,,,4.163,180.426,2.35,0.345,0.564,,,0.061,0.0,,,,0.338,0.452,,0.043,29.717,0.969,0.061,,0.004,0.247,0.016,0.0,42.638,,108.42,15.012,,,,,5.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1864,,1481281.0,,,,0.0,10.241,,0.035,0.004,,,10.277,,,15.171,,,0.013,0.503,,,,0.0,0.543,,-14.947,,,,,0.814,-0.009,0.39,,,,0.579,,0.804,,,4.155,195.597,1.403,0.211,0.549,,,0.052,0.0,,,,0.39,0.46,,0.035,29.085,0.982,0.052,,0.004,0.264,0.013,0.0,43.083,,123.643,15.222,,,,,6.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1865,,1529293.0,,,,0.0,9.958,,0.058,0.005,,,10.016,,,15.229,,,0.021,0.51,,,,0.0,0.528,,71.632,,,,,0.865,0.037,0.48,,,,0.592,,0.807,,,4.143,210.826,0.628,0.096,0.566,,,0.089,0.0,,,,0.48,0.467,,0.058,28.494,0.994,0.089,,0.005,0.279,0.021,0.0,43.575,,138.961,15.318,,,,,6.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1866,,1578860.0,,,,0.0,9.817,,0.09,0.006,,,9.907,,,15.5,,,0.031,0.512,,,,0.0,0.513,,58.603,,,,,0.932,0.052,0.621,,,,0.594,,0.811,,,4.128,226.326,2.114,0.324,0.59,,,0.141,0.0,,,,0.621,0.474,,0.09,28.021,1.006,0.141,,0.006,0.292,0.032,0.0,44.242,,154.602,15.642,,,,,6.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1867,,1630034.0,,,,0.0,9.609,,0.062,0.007,,,9.672,,,15.664,,,0.021,0.517,,,,0.0,0.499,,-28.018,,,,,0.906,-0.04,0.723,,,,0.609,,0.814,,,4.11,241.99,0.791,0.124,0.556,,,0.102,0.0,,,,0.723,0.481,,0.062,27.542,1.017,0.102,,0.007,0.304,0.021,0.0,44.894,,170.368,15.766,,,,,6.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1868,,1682867.0,,,,0.0,9.368,,0.09,0.008,,,9.458,,,15.766,,,0.03,0.525,,,,0.0,0.486,,47.961,,,,,0.969,0.049,0.873,,,,0.621,,0.818,,,4.088,257.756,0.956,0.151,0.576,,,0.151,0.0,,,,0.873,0.488,,0.09,27.201,1.029,0.151,,0.008,0.316,0.031,0.0,45.775,,186.284,15.916,,,,,6.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1869,,1737244.0,,,,0.0,9.117,,0.101,0.009,,,9.218,,,15.838,,,0.033,0.515,,,,0.0,0.473,,16.021,,,,,1.007,0.024,1.048,,,,0.613,,0.821,,,4.065,273.594,0.609,0.097,0.58,,,0.175,0.0,,,,1.048,0.494,,0.101,26.927,1.04,0.175,,0.009,0.326,0.033,0.0,46.779,,202.297,16.013,,,,,7.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1870,,1793208.0,,,4202639872.0,0.0,9.415,,0.089,0.01,,,9.504,,,16.883,,,0.03,0.506,,,,0.0,0.46,,-8.188,,,,,1.007,-0.014,1.209,,,,0.595,4.055,0.825,,,4.039,290.477,6.434,1.03,0.561,,,0.16,0.0,,,,1.209,0.498,,0.089,27.022,1.049,0.16,,0.01,0.335,0.03,0.0,48.455,,219.341,17.044,0.038,,,,7.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1871,,1850807.0,,,,0.0,9.497,,0.094,0.011,,,9.591,,,17.578,,,0.03,0.518,,,,0.0,0.452,,8.142,,,,,1.043,0.013,1.382,,,,0.616,,0.836,,,4.084,308.055,4.152,0.708,0.564,,,0.174,0.0,,,,1.382,0.504,,0.094,27.094,1.058,0.174,,0.011,0.344,0.031,0.0,50.145,,237.092,17.751,,,,,7.559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1872,,1910088.0,,,,0.0,9.435,,0.089,0.012,,,9.523,,,18.021,,,0.027,0.494,,,,0.0,0.449,,-2.479,,,,,1.063,-0.004,1.551,,,,0.59,,0.859,,,4.123,326.076,2.472,0.439,0.557,,,0.169,0.0,,,,1.551,0.508,,0.089,27.218,1.065,0.169,,0.012,0.352,0.027,0.0,51.988,,255.282,18.19,,,,,7.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1873,,1971098.0,,,,0.0,9.218,,0.095,0.013,,,9.314,,,18.17,,,0.028,0.503,,,,0.0,0.452,,10.986,,,,,1.107,0.019,1.739,,,,0.61,,0.89,,,4.155,344.246,0.924,0.168,0.561,,,0.188,0.0,,,,1.739,0.513,,0.095,27.33,1.074,0.188,,0.013,0.359,0.028,0.0,53.87,,273.64,18.358,,,,,8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1874,,2034058.0,,,,0.001,9.117,,0.11,0.014,,,9.226,,,18.544,,,0.035,0.493,,,,0.0,0.457,,18.648,,,,,1.168,0.035,1.962,,,,0.583,,0.929,,,4.181,362.79,2.224,0.408,0.574,,,0.223,0.0,,,,1.962,0.516,,0.11,27.504,1.084,0.223,,0.014,0.365,0.036,0.0,55.946,,292.407,18.766,,,,,8.505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1875,,2099028.0,,,,0.001,8.894,,0.062,0.014,,,8.956,,,18.668,,,0.019,0.477,,,,0.0,0.462,,-41.712,,,,,1.101,-0.093,2.092,,,,0.572,,0.971,,,4.202,381.458,0.169,0.032,0.525,,,0.13,0.0,,,,2.092,0.518,,0.062,27.57,1.093,0.13,,0.014,0.37,0.019,0.0,57.87,,311.205,18.798,,,,,8.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1876,,2166073.0,,,,0.001,8.739,,0.059,0.014,,,8.797,,,18.929,,,0.018,0.48,,,,0.0,0.468,,-2.2,,,,,1.125,-0.003,2.219,,,,0.577,,1.013,,,4.218,400.387,1.372,0.258,0.519,,,0.127,0.0,,,,2.219,0.521,,0.059,27.636,1.102,0.127,,0.014,0.375,0.019,0.0,59.861,,330.261,19.056,,,,,9.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1877,,2235260.0,,,,0.001,8.523,,0.045,0.014,,,8.568,,,19.05,,,0.014,0.493,,,,0.0,0.472,,-20.899,,,,,1.124,-0.027,2.319,,,,0.599,,1.054,,,4.228,419.437,0.498,0.095,0.503,,,0.1,0.0,,,,2.319,0.524,,0.045,27.575,1.113,0.1,,0.014,0.38,0.014,0.0,61.638,,349.412,19.151,,,,,9.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1878,,2306657.0,,,,0.001,8.417,,0.035,0.014,,,8.452,,,19.416,,,0.011,0.489,,,,0.0,0.473,,-19.508,,,,,1.13,-0.02,2.4,,,,0.593,,1.09,,,4.234,438.853,1.806,0.346,0.49,,,0.081,0.0,,,,2.4,0.527,,0.035,27.496,1.125,0.081,,0.014,0.385,0.012,0.0,63.424,,368.908,19.497,,,,,9.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1879,,2380335.0,,,,0.001,8.146,,0.081,0.015,,,8.226,,,19.39,,,0.025,0.486,,,,0.0,0.47,,136.977,,,,,1.266,0.111,2.592,,,,0.593,,1.119,,,4.235,458.243,0.435,0.085,0.532,,,0.192,0.0,,,,2.592,0.529,,0.081,27.317,1.136,0.192,,0.015,0.389,0.026,0.0,65.023,,388.49,19.581,,,,,10.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1880,,2456365.0,,,,0.001,7.979,,0.079,0.015,,,8.058,,,19.599,,,0.023,0.467,,,,0.0,0.463,,1.276,,,,,1.292,0.002,2.786,,,,0.58,,1.138,,,4.233,477.842,1.081,0.212,0.526,,,0.194,0.0,,,,2.786,0.531,,0.079,27.065,1.145,0.194,,0.015,0.392,0.023,0.001,66.482,,408.283,19.793,,,,,10.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1881,,2534824.0,,,,0.001,7.901,,0.122,0.016,,,8.023,,,20.028,,,0.035,0.477,,,,0.0,0.454,,58.807,,,,,1.429,0.114,3.094,,,,0.593,,1.15,,,4.226,497.87,2.744,0.543,0.564,,,0.308,0.0,,,,3.094,0.533,,0.122,26.859,1.155,0.308,,0.016,0.395,0.035,0.001,68.082,,428.619,20.336,,,,,10.713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1882,,2615789.0,,,,0.001,7.813,,0.132,0.017,,,7.944,,,20.436,,,0.037,0.462,,,,0.0,0.444,,11.633,,,,,1.488,0.036,3.438,,,,0.575,,1.16,,,4.216,518.306,2.184,0.444,0.569,,,0.344,0.0,,,,3.438,0.535,,0.132,26.604,1.162,0.344,,0.017,0.398,0.037,0.001,69.592,,449.399,20.78,,,,,11.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1883,,2699340.0,,,,0.001,7.585,,0.178,0.018,,,7.763,,,20.474,,,0.048,0.468,,,,0.0,0.433,,39.904,,,,,1.648,0.137,3.92,,,,0.589,,1.169,,,4.203,538.78,0.845,0.176,0.611,,,0.481,0.0,,,,3.92,0.537,,0.178,26.338,1.17,0.481,,0.018,0.401,0.049,0.001,71.095,,470.355,20.956,,,,,11.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1884,,2785560.0,,,,0.001,7.414,,0.236,0.02,,,7.65,,,20.653,,,0.065,0.459,,,,0.0,0.423,,36.562,,,,,1.847,0.176,4.577,,,,0.569,,1.178,,,4.186,559.433,1.691,0.354,0.663,,,0.657,0.0,,,,4.577,0.538,,0.236,26.105,1.178,0.657,,0.02,0.403,0.066,0.001,72.718,,491.665,21.31,,,,,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1885,,2874534.0,,,,0.001,7.179,,0.265,0.023,,,7.444,,,20.635,,,0.075,0.46,,,,0.0,0.412,,15.839,,,,,1.974,0.104,5.339,,,,0.568,,1.186,,,4.166,580.068,0.407,0.087,0.687,,,0.762,0.0,,,,5.339,0.539,,0.265,25.814,1.186,0.762,,0.023,0.405,0.077,0.001,74.203,,513.062,21.397,,,,,11.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,1886,,2966350.0,,,,0.001,7.052,,0.264,0.025,,,7.317,,,20.92,,,0.076,0.474,,,,0.0,0.402,,3.007,,,,,2.02,0.023,6.123,,,,0.59,,1.193,,,4.144,600.988,1.436,0.307,0.681,,,0.784,0.0,,,,6.123,0.54,,0.264,25.526,1.194,0.784,,0.025,0.408,0.078,0.001,75.719,,534.766,21.704,,,,,12.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
