country,year,primary_energy_consumption,population,energy_per_gdp,energy_per_capita,gdp,temperature_change_from_ghg,land_use_change_co2_per_capita,other_co2_per_capita,co2_per_capita,share_global_cumulative_coal_co2,consumption_co2_per_capita,share_global_cumulative_cement_co2,co2_including_luc_per_capita,share_global_flaring_co2,co2_per_unit_energy,land_use_change_co2,gas_co2,trade_co2_share,share_global_co2,share_global_co2_including_luc,consumption_co2,trade_co2,share_global_other_co2,temperature_change_from_n2o,nitrous_oxide_per_capita,oil_co2_per_capita,co2_growth_prct,share_global_cement_co2,share_global_cumulative_gas_co2,share_global_gas_co2,share_global_cumulative_oil_co2,total_ghg_excluding_lucf,co2_growth_abs,cumulative_coal_co2,cement_co2_per_capita,cumulative_oil_co2,cumulative_other_co2,share_global_luc_co2,co2_including_luc_per_gdp,nitrous_oxide,consumption_co2_per_gdp,co2_including_luc_per_unit_energy,methane_per_capita,cumulative_luc_co2,co2_including_luc_growth_prct,co2_including_luc_growth_abs,ghg_excluding_lucf_per_capita,share_global_oil_co2,flaring_co2,coal_co2,temperature_change_from_ch4,cumulative_flaring_co2,flaring_co2_per_capita,other_industry_co2,cumulative_co2,share_global_cumulative_luc_co2,cement_co2,coal_co2_per_capita,ghg_per_capita,share_of_temperature_change_from_ghg,co2,share_global_cumulative_flaring_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_coal_co2,temperature_change_from_co2,total_ghg,share_global_cumulative_other_co2,cumulative_co2_including_luc,co2_including_luc,co2_per_gdp,cumulative_cement_co2,gas_co2_per_capita,cumulative_gas_co2,methane,oil_co2,other_renewables_cons_change_twh,wind_elec_per_capita,oil_share_energy,fossil_energy_per_capita,per_capita_electricity,energy_cons_change_twh,oil_consumption,coal_elec_per_capita,renewables_elec_per_capita,biofuel_elec_per_capita,nuclear_cons_change_pct,renewables_cons_change_pct,fossil_share_energy,coal_prod_per_capita,hydro_cons_change_twh,renewables_electricity,gas_electricity,hydro_energy_per_capita,electricity_generation,other_renewable_electricity,gas_prod_change_twh,oil_prod_change_pct,gas_prod_change_pct,fossil_share_elec,gas_cons_change_pct,carbon_intensity_elec,oil_cons_change_pct,low_carbon_elec_per_capita,biofuel_electricity,fossil_cons_change_pct,hydro_elec_per_capita,coal_cons_change_twh,biofuel_share_elec,biofuel_cons_change_twh,coal_prod_change_pct,gas_consumption,low_carbon_share_elec,wind_cons_change_pct,electricity_share_energy,gas_production,other_renewable_consumption,solar_elec_per_capita,biofuel_share_energy,wind_share_energy,nuclear_cons_change_twh,other_renewables_share_energy,oil_share_elec,other_renewables_cons_change_pct,renewables_share_energy,biofuel_cons_per_capita,coal_cons_change_pct,oil_elec_per_capita,hydro_share_energy,wind_consumption,other_renewables_elec_per_capita_exc_biofuel,wind_energy_per_capita,coal_electricity,low_carbon_share_energy,nuclear_share_elec,renewables_share_elec,other_renewables_elec_per_capita,other_renewables_energy_per_capita,fossil_electricity,electricity_demand,solar_electricity,coal_share_elec,hydro_share_elec,wind_electricity,solar_cons_change_twh,nuclear_elec_per_capita,nuclear_share_energy,solar_energy_per_capita,fossil_fuel_consumption,low_carbon_consumption,oil_prod_change_twh,fossil_cons_change_twh,biofuel_cons_change_pct,coal_consumption,solar_cons_change_pct,wind_cons_change_twh,electricity_demand_per_capita,oil_production,gas_prod_per_capita,oil_cons_change_twh,coal_prod_change_twh,wind_share_elec,greenhouse_gas_emissions,energy_cons_change_pct,low_carbon_cons_change_twh,nuclear_energy_per_capita,renewables_consumption,hydro_electricity,gas_cons_change_twh,oil_prod_per_capita,net_elec_imports,gas_share_elec,gas_elec_per_capita,gas_energy_per_capita,low_carbon_electricity,net_elec_imports_share_demand,oil_electricity,low_carbon_cons_change_pct,other_renewables_share_elec,gas_share_energy,coal_share_energy,solar_share_elec,low_carbon_energy_per_capita,nuclear_electricity,biofuel_consumption,renewables_energy_per_capita,nuclear_consumption,coal_cons_per_capita,renewables_cons_change_twh,solar_consumption,coal_production,oil_energy_per_capita,other_renewable_exc_biofuel_electricity,fossil_elec_per_capita,other_renewables_share_elec_exc_biofuel,hydro_cons_change_pct,solar_share_energy,hydro_consumption
France,1993,2853.888,57801260.0,1.707,50021.062,1671995850752.0,0.017,-0.147,0.078,6.707,3.813,8.714,3.491,6.561,1.804,0.136,-8.477,67.874,29.908,1.704,1.368,503.652,115.953,2.074,0.001,1.043,4.143,-4.816,1.556,1.41,1.686,3.084,453.8,-19.617,17677.867,0.149,9174.797,18.765,-0.17,0.227,60.284,0.301,0.133,1.551,-3867.635,-5.828,-23.467,7.851,2.598,4.218,63.036,0.004,68.108,0.073,4.484,28705.832,-0.579,8.592,1.091,9.387,1.677,387.699,0.763,3.272,1.591,0.741,0.012,542.568,0.748,24517.395,379.222,0.232,484.342,1.174,1281.955,89.625,239.495,-0.511,0.0,38.603,28229.182,8097.928,-4.053,1101.697,362.622,1129.215,25.605,8.788,-5.522,56.435,1282.838,-12.008,65.27,3.5,3363.388,468.07,1.97,1.298,-4.692,3.605,7.394,2.273,,-3.327,7499.151,1.48,-4.519,1095.133,-45.837,0.316,0.289,-8.049,338.515,92.606,390.637,22.895,37.302,6.301,0.0,0.013,0.0,84.396,0.221,2.168,-7.498,6.958,6.343,-21.2,175.602,6.724,0.007,8.477,0.125,20.96,43.565,78.661,13.944,34.082,110.447,34.61,406.64,0.0,4.478,13.524,0.0,0.001,6369.937,36.608,0.087,1610.58,1243.308,-2.002,-76.226,399.575,170.369,13.105,0.006,7035.147,40.664,653.799,-37.914,-6.407,0.0,,-0.142,72.173,18311.494,198.569,63.3,7.525,712.725,-61.43,0.748,60.552,5933.262,433.46,-15.107,10.15,6.302,0.421,11.862,5.97,0.0,21791.885,368.19,0.362,3480.39,1044.739,2986.108,-12.223,0.005,73.191,19309.811,0.49,598.776,0.105,-5.889,0.0,191.894
France,1994,2824.76,57999868.0,1.65,49357.965,1712086450176.0,0.017,-0.162,0.082,6.565,3.757,8.473,3.41,6.403,1.424,0.135,-9.391,67.462,29.059,1.656,1.286,491.447,110.654,2.186,0.001,1.039,4.027,-1.781,1.489,1.42,1.661,3.067,445.985,-6.906,17739.633,0.151,9408.376,23.496,-0.159,0.217,60.253,0.287,0.131,1.537,-3877.026,-2.062,-7.82,7.689,2.525,4.48,61.766,0.004,72.588,0.077,4.73,29086.627,-0.575,8.775,1.065,8.984,1.665,380.793,0.785,3.231,1.586,0.722,0.012,521.044,0.862,24888.797,371.402,0.222,493.118,1.163,1349.417,89.162,233.579,0.584,0.0,37.889,27298.877,8152.44,-29.129,1070.284,360.346,1365.349,28.621,-2.229,22.036,55.308,1126.621,41.099,79.19,3.63,4071.165,472.84,2.16,1.2,1.782,3.216,7.121,-4.539,,-2.851,7571.921,1.66,-2.997,1328.108,-1.486,0.351,0.732,-11.906,323.15,92.879,95.822,23.612,38.501,6.886,0.0,0.039,0.0,-23.288,0.244,1.933,9.271,8.531,19.108,-0.872,157.587,8.248,0.014,8.621,0.243,20.9,44.692,76.131,16.748,37.241,120.314,33.67,409.67,0.0,4.42,16.291,0.0,0.001,6206.572,36.161,0.097,1562.317,1262.443,0.725,-48.264,202.173,168.882,11.616,0.007,7063.299,41.388,672.748,-31.413,-8.714,0.0,,-1.021,19.135,17848.162,240.992,77.03,-15.364,723.193,-63.17,0.768,62.586,5646.512,439.17,-15.42,9.14,1.518,0.457,11.44,5.979,0.0,22059.09,359.98,1.094,4210.927,1021.451,2950.939,42.422,0.006,64.477,18701.426,0.5,580.519,0.106,21.418,0.0,232.993
France,1995,2904.198,58192206.0,1.661,50577.844,1748659601408.0,0.018,-0.197,0.084,6.63,3.701,8.621,3.326,6.433,1.336,0.133,-11.487,68.639,30.037,1.64,1.292,501.696,115.886,2.188,0.001,1.079,4.062,1.317,1.385,1.429,1.627,3.052,453.038,5.017,17802.568,0.148,9644.725,28.387,-0.211,0.214,62.784,0.287,0.129,1.532,-3888.512,0.786,2.921,7.785,2.531,4.361,62.935,0.004,76.949,0.075,4.891,29472.436,-0.572,8.635,1.082,8.889,1.653,385.81,0.804,3.19,1.58,0.715,0.013,517.262,0.963,25263.119,374.323,0.221,501.753,1.18,1418.056,89.163,236.348,0.549,0.0,37.344,28010.875,8410.24,79.438,1084.53,415.52,1265.806,31.276,4.792,-5.921,55.382,1069.107,-16.781,73.66,3.84,3765.426,489.41,2.33,-2.379,-10.09,-6.178,7.871,6.445,,1.331,7748.295,1.82,2.949,1225.767,11.004,0.372,0.644,-4.789,343.978,92.129,0.217,23.746,36.123,7.435,0.0,0.06,0.0,48.947,0.256,2.145,7.974,7.761,30.267,6.516,180.437,7.445,0.014,8.764,0.243,24.18,44.618,77.079,15.051,40.04,129.477,38.52,419.57,0.0,4.941,14.575,0.0,0.0,6482.489,36.857,0.105,1608.394,1295.803,-4.176,46.078,58.925,179.886,8.597,0.0,7210.079,37.212,629.091,14.246,-3.088,0.0,,2.812,33.36,18641.449,225.405,71.33,20.828,648.069,-69.84,0.785,65.988,5990.528,450.89,-16.646,10.5,2.803,0.476,11.844,6.194,0.0,22566.969,377.23,1.738,3925.518,1070.399,3132.795,-15.587,0.006,61.389,18887.553,0.51,661.945,0.104,-7.202,0.0,216.212
France,1996,3012.348,58380637.0,1.698,52276.672,1773843120128.0,0.018,-0.205,0.082,6.889,3.646,8.636,3.245,6.683,1.293,0.134,-11.985,75.755,25.372,1.658,1.289,504.19,102.034,2.155,0.001,1.109,4.169,4.237,1.326,1.442,1.72,3.036,470.327,16.347,17867.857,0.144,9888.084,33.172,-0.199,0.22,64.752,0.284,0.13,1.529,-3900.498,4.234,15.848,8.056,2.53,4.531,65.29,0.004,81.479,0.078,4.785,29874.594,-0.569,8.436,1.118,9.042,1.642,402.156,0.821,3.151,1.575,0.723,0.013,527.9,1.046,25653.291,390.171,0.227,510.189,1.298,1493.811,89.258,243.36,0.3,0.171,36.849,29141.557,8697.925,108.15,1110.012,480.297,1149.354,33.059,5.331,-7.916,55.745,1055.846,-20.921,67.1,4.12,3389.112,507.79,2.42,-5.003,-11.732,-13.849,8.537,10.515,,2.35,7955.383,1.93,4.404,1107.731,9.185,0.38,0.867,-0.892,380.147,91.463,57.613,23.659,31.12,7.735,0.0,0.086,0.001,57.059,0.257,2.204,4.036,6.827,45.209,5.106,191.673,6.483,0.022,8.393,0.381,28.04,44.255,78.249,13.214,41.452,134.229,43.35,438.98,0.0,5.522,12.736,0.01,0.002,6806.029,37.428,0.136,1679.229,1333.119,-4.366,70.835,49.895,189.071,29.917,0.008,7519.28,32.846,540.06,25.482,-0.547,0.002,,3.724,37.316,19566.053,205.661,64.67,36.168,570.021,-68.81,0.811,70.571,6597.111,464.44,-15.675,11.19,3.08,0.477,12.62,6.277,0.0,23135.119,397.34,2.605,3569.067,1127.458,3281.157,-19.744,0.008,60.841,19263.289,0.49,742.541,0.096,-9.676,0.0,195.291
France,1997,2965.679,58568662.0,1.633,51274.414,1816394858496.0,0.018,-0.242,0.085,6.742,3.593,8.36,3.163,6.5,1.269,0.133,-14.146,75.041,24.012,1.618,1.197,489.657,94.812,2.235,0.002,1.008,4.114,-1.818,1.225,1.452,1.697,3.02,457.31,-7.311,17929.123,0.138,10129.034,38.173,-0.191,0.21,59.042,0.27,0.128,1.508,-3914.644,-2.428,-9.472,7.808,2.468,4.476,61.266,0.003,85.955,0.076,5.001,30269.438,-0.565,8.111,1.046,8.636,1.629,394.845,0.837,3.112,1.568,0.682,0.013,505.816,1.125,26033.99,380.699,0.217,518.3,1.281,1568.852,88.324,240.95,0.804,0.171,37.505,28405.432,8525.215,-46.669,1112.265,378.701,1106.224,36.88,-0.467,-1.719,55.399,868.098,-6.742,64.79,4.9,3259.881,499.31,2.67,-3.608,-17.619,-11.595,7.819,-4.124,,0.203,7858.646,2.16,-2.16,1060.466,-22.853,0.433,0.802,-17.473,364.469,92.181,49.773,23.702,27.512,8.539,0.0,0.115,0.001,-5.269,0.288,2.395,10.4,6.762,58.902,-12.087,204.205,6.358,0.033,8.708,0.569,22.18,44.601,79.205,12.976,45.588,147.636,39.04,433.91,0.0,4.442,12.439,0.01,0.002,6752.422,37.839,0.174,1642.952,1322.727,-5.787,-36.277,30.777,166.218,28.544,0.011,7408.576,27.059,475.656,2.253,-10.631,0.002,,-1.549,-10.392,19401.82,200.538,62.11,-15.677,467.833,-65.4,0.981,83.663,6301.405,460.27,-15.072,11.96,-0.657,0.535,12.29,5.605,0.0,22868.982,395.48,3.407,3467.161,1122.189,2873.781,-5.123,0.01,50.21,19230.244,0.51,666.569,0.102,-3.452,0.0,188.549
France,1998,3037.222,58778817.0,1.614,52293.457,1882050265088.0,0.018,-0.242,0.086,7.031,3.545,8.667,3.092,6.788,1.305,0.136,-14.246,76.827,23.276,1.7,1.31,509.447,96.188,2.283,0.002,0.833,4.203,4.663,1.316,1.463,1.72,3.005,465.621,18.414,18000.41,0.148,10376.065,43.208,-0.232,0.212,48.953,0.271,0.131,1.498,-3928.89,4.81,18.313,7.922,2.499,4.393,71.286,0.003,90.348,0.075,5.035,30682.697,-0.562,8.686,1.213,8.651,1.617,413.259,0.852,3.078,1.563,0.816,0.013,508.495,1.195,26433.002,399.012,0.22,526.986,1.307,1645.679,88.023,247.031,-0.07,0.34,38.053,29979.543,8607.36,71.542,1155.766,570.444,1079.301,36.238,-1.895,-3.1,57.329,715.669,-4.941,63.44,4.97,3161.282,505.93,2.65,-3.752,-10.531,-13.636,10.772,6.619,,3.911,7680.155,2.13,5.981,1033.877,30.644,0.421,-0.482,-17.215,388.595,89.228,75.202,23.043,23.76,8.469,0.0,0.096,0.002,-21.262,0.279,3.162,-0.822,6.423,50.367,18.436,272.207,6.045,0.058,8.847,0.993,33.53,42.671,76.688,12.539,45.084,145.814,54.5,448.37,0.0,6.627,12.012,0.02,0.002,6600.854,36.248,0.208,1741.222,1296.0,-2.85,98.27,-14.133,196.861,20.01,0.025,7628.096,24.21,409.09,43.501,-8.644,0.004,,2.412,-26.728,18955.248,195.072,60.77,24.125,416.83,-57.56,0.982,84.554,6690.642,451.43,-12.838,16.0,-2.076,0.524,12.794,6.482,0.0,22313.912,387.99,2.925,3358.663,1100.927,3389.466,-5.466,0.012,41.566,19899.436,0.52,927.206,0.103,-2.621,0.0,183.608
France,1999,3078.016,59084208.0,1.579,52748.922,1949849354240.0,0.018,-0.297,0.083,6.973,3.497,8.687,3.018,6.677,1.238,0.134,-17.539,80.664,24.578,1.658,1.278,513.286,101.265,2.237,0.002,0.788,4.191,-0.3,1.211,1.474,1.748,2.989,461.779,-1.238,18066.779,0.142,10623.676,48.114,-0.292,0.202,46.585,0.263,0.128,1.486,-3946.429,-1.135,-4.53,7.816,2.443,4.084,66.37,0.003,94.432,0.069,4.906,31094.719,-0.56,8.386,1.123,8.421,1.606,412.021,0.863,3.043,1.558,0.749,0.013,497.546,1.255,26827.482,394.482,0.211,535.373,1.365,1726.343,87.827,247.611,0.638,0.677,37.684,29692.746,8793.219,40.794,1159.908,495.564,1247.542,39.605,1.612,15.904,56.291,637.062,30.815,73.71,7.7,3674.636,519.54,2.85,-2.177,-7.289,-9.161,9.93,1.96,,0.358,7920.059,2.34,-0.493,1198.629,-20.344,0.45,0.127,-10.567,396.212,90.07,89.486,23.576,21.583,9.107,0.0,0.099,0.004,17.746,0.296,2.812,7.539,7.365,52.312,-10.334,247.274,6.966,0.109,8.632,1.872,29.28,43.709,75.883,14.188,48.236,156.076,51.59,456.4,0.0,5.636,13.631,0.04,0.001,6672.516,36.344,0.23,1732.637,1345.379,-1.765,-8.585,4.348,176.517,11.227,0.052,7724.574,22.445,369.88,4.142,-4.392,0.008,,1.343,49.379,19171.053,226.706,70.82,7.617,384.646,-63.14,1.482,130.323,6790.0,467.95,-13.834,14.61,3.735,0.549,12.872,5.735,0.0,23056.178,394.24,3.053,3885.126,1118.673,3025.034,31.633,0.013,37.174,19877.711,0.51,873.161,0.098,16.783,0.0,214.423
France,2000,3117.909,59483716.0,1.535,53147.277,2031676030976.0,0.018,-0.315,0.081,6.828,3.448,8.729,2.946,6.513,1.218,0.13,-18.718,84.16,27.853,1.592,1.258,519.261,113.122,2.222,0.002,0.77,4.013,-1.428,1.182,1.486,1.772,2.97,455.778,-5.882,18132.447,0.144,10862.392,52.922,-0.353,0.191,45.816,0.256,0.124,1.513,-3965.147,-1.79,-7.061,7.662,2.324,4.227,65.668,0.003,98.66,0.071,4.808,31500.857,-0.558,8.561,1.104,8.171,1.595,406.139,0.874,3.008,1.553,0.714,0.013,486.069,1.306,27214.906,387.421,0.2,543.934,1.415,1810.504,89.975,238.715,0.425,0.841,36.665,29494.469,8953.045,39.893,1143.182,453.906,1140.313,41.692,5.306,-6.893,55.496,434.615,-18.188,67.83,11.51,3344.978,532.56,2.99,-2.129,-3.907,-9.865,9.308,4.985,79.766,-1.442,8119.707,2.48,-0.135,1089.038,-5.357,0.466,0.598,-31.412,415.964,90.692,29.925,24.022,19.454,9.532,0.168,0.117,0.005,59.355,0.306,2.077,4.662,6.722,62.224,-3.035,185.933,6.294,0.142,8.574,2.419,27.0,44.504,77.956,12.737,50.266,162.479,49.57,463.08,0.01,5.07,12.164,0.05,0.002,6979.395,37.783,0.263,1730.306,1387.603,-0.877,-2.331,19.585,171.161,14.86,0.033,7784.993,21.568,331.612,-16.726,-11.677,0.009,42.48,1.296,42.224,20080.443,209.574,64.78,19.752,367.644,-69.48,2.161,193.498,7090.433,482.99,-15.004,11.06,3.281,0.561,13.341,5.49,0.002,23652.807,415.16,3.65,3572.364,1178.028,2917.573,-17.131,0.015,25.497,19486.461,0.51,833.338,0.096,-8.483,0.0,196.235
France,2001,3143.046,59905130.0,1.513,53258.633,2077786767360.0,0.019,-0.365,0.077,6.852,3.399,8.662,2.875,6.486,1.248,0.131,-21.881,88.274,26.423,1.597,1.275,518.898,108.453,2.172,0.002,0.754,4.151,1.06,1.143,1.499,1.841,2.955,459.258,4.306,18188.457,0.144,11111.075,57.555,-0.459,0.187,45.166,0.25,0.124,1.499,-3987.027,0.295,1.143,7.666,2.403,4.188,56.01,0.003,102.848,0.07,4.633,31911.303,-0.558,8.655,0.935,8.067,1.584,410.445,0.885,2.974,1.548,0.605,0.014,483.233,1.35,27603.471,388.564,0.198,552.589,1.474,1898.778,89.813,248.684,1.111,2.17,36.345,29197.191,9057.661,25.137,1142.346,341.874,1270.176,47.575,1.425,11.481,54.822,280.845,21.949,76.09,15.15,3697.102,542.6,3.33,0.549,-3.434,2.823,8.373,4.981,68.633,-0.073,8299.296,2.85,-0.418,1212.251,-27.125,0.525,0.05,-34.996,436.684,91.627,172.917,24.398,20.003,10.643,0.167,0.118,0.012,9.023,0.339,1.806,11.654,7.411,62.705,-15.848,163.592,6.942,0.385,8.013,6.521,20.48,45.178,77.604,14.023,55.588,180.341,45.43,474.21,0.01,3.774,13.384,0.13,0.003,7029.119,37.768,0.307,1723.066,1419.981,-0.741,-7.241,1.373,144.036,17.944,0.243,7916.022,20.827,338.954,-0.836,-8.923,0.024,37.24,0.806,32.378,20114.469,232.93,72.62,20.72,352.918,-68.39,2.792,252.9,7399.57,497.17,-14.422,9.8,2.929,0.614,13.894,4.583,0.002,24061.445,421.08,3.7,3946.976,1187.051,2440.672,23.356,0.018,16.574,19356.947,0.48,758.366,0.088,11.912,0.001,218.184
France,2002,3118.919,60327247.0,1.48,52531.129,2107316502528.0,0.019,-0.386,0.077,6.729,3.35,8.476,2.806,6.343,1.214,0.13,-23.281,87.873,25.96,1.545,1.218,511.329,105.383,2.154,0.002,0.725,4.016,-1.096,1.101,1.51,1.78,2.938,454.285,-4.499,18247.037,0.143,11353.326,62.214,-0.454,0.182,43.734,0.243,0.123,1.466,-4010.308,-1.518,-5.899,7.53,2.345,3.942,58.579,0.003,106.79,0.065,4.659,32317.25,-0.557,8.643,0.971,7.881,1.573,405.947,0.894,2.94,1.542,0.605,0.014,475.422,1.389,27986.135,382.666,0.193,561.232,1.457,1986.651,88.445,242.252,0.648,4.476,35.679,28688.969,9137.503,-24.127,1112.813,392.195,1039.166,50.392,3.725,-16.397,54.613,201.936,-41.895,62.69,18.37,2969.186,551.24,3.53,-0.494,-3.027,-2.471,9.395,-0.17,75.212,-2.585,8279.019,3.04,-1.145,976.011,10.552,0.551,0.179,-27.661,435.943,90.605,102.29,24.981,19.509,11.291,0.166,0.124,0.025,36.271,0.362,1.771,6.089,6.164,65.349,7.326,161.784,5.652,0.773,8.122,13.028,23.66,45.387,79.232,11.373,58.514,190.168,51.79,474.21,0.01,4.292,10.681,0.27,0.003,7239.852,39.223,0.349,1703.344,1415.576,-0.631,-19.722,4.849,154.588,15.306,0.389,7860.633,20.197,328.586,-29.532,-4.585,0.049,41.46,-0.768,-4.405,20604.086,192.254,58.88,-0.741,340.17,-77.03,3.332,304.506,7342.468,499.45,-16.244,9.76,0.464,0.64,13.977,4.956,0.002,23842.166,436.76,3.88,3238.08,1223.322,2603.679,-40.676,0.021,11.99,18742.82,0.49,858.485,0.089,-18.677,0.001,176.289
France,2003,3153.042,60741121.0,1.48,52789.781,2130940657664.0,0.019,-0.365,0.076,6.782,3.297,8.582,2.731,6.417,1.133,0.131,-22.159,91.564,26.54,1.489,1.155,521.3,109.335,2.098,0.002,0.715,4.019,1.483,0.991,1.52,1.789,2.921,460.629,6.018,18306.221,0.141,11597.447,66.852,-0.365,0.183,43.46,0.245,0.124,1.436,-4032.467,1.866,7.14,7.583,2.302,3.903,59.184,0.003,110.693,0.064,4.638,32729.213,-0.555,8.556,0.974,7.91,1.56,411.965,0.901,2.904,1.535,0.563,0.014,480.439,1.422,28375.941,389.806,0.193,569.787,1.507,2078.214,87.194,244.12,0.575,6.421,35.425,29099.238,9205.139,34.122,1116.965,432.327,1012.001,53.177,0.987,-2.152,55.123,220.572,-5.347,61.47,19.37,2861.996,559.13,3.72,-2.664,-12.772,-13.657,10.121,4.892,80.858,0.373,8273.479,3.23,2.037,944.172,9.226,0.578,-0.315,9.883,457.268,89.879,46.415,24.915,16.845,11.865,0.165,0.113,0.036,4.153,0.376,1.96,5.089,5.947,59.689,5.968,180.438,5.421,1.125,8.067,18.839,26.26,44.877,78.885,10.994,61.244,198.657,56.59,492.72,0.01,4.697,10.257,0.39,0.002,7261.479,38.93,0.377,1738.047,1414.995,-2.58,34.703,-8.113,163.814,9.345,0.352,8111.81,17.617,282.023,4.151,1.185,0.07,45.21,1.094,-0.581,20550.986,187.52,57.35,21.326,294.958,-66.41,3.464,318.895,7655.811,502.54,-13.478,10.96,0.564,0.665,14.502,5.195,0.002,23690.545,441.07,3.565,3139.558,1227.475,2742.655,-4.733,0.023,13.174,18700.771,0.49,931.66,0.088,-2.407,0.001,170.942
France,2004,3180.13,61175243.0,1.448,52906.543,2196883505152.0,0.019,-0.399,0.077,6.757,3.244,8.865,2.659,6.358,1.147,0.13,-24.398,93.194,31.198,1.444,1.143,542.344,128.965,2.045,0.002,0.704,3.992,0.343,1.004,1.529,1.764,2.902,461.221,1.415,18364.473,0.148,11841.648,71.589,-0.451,0.177,43.065,0.247,0.122,1.413,-4056.865,-0.211,-0.824,7.539,2.22,3.929,58.254,0.003,114.622,0.064,4.736,33142.594,-0.555,9.065,0.952,7.864,1.548,413.379,0.907,2.868,1.528,0.536,0.014,481.08,1.451,28764.924,388.982,0.188,578.852,1.523,2171.408,86.452,244.202,0.207,9.644,35.429,29136.133,9257.02,27.088,1126.701,398.364,1020.348,54.107,1.626,1.813,55.071,20.202,0.675,62.42,21.05,2855.12,566.3,3.78,-2.284,-3.196,-13.56,9.825,2.112,77.185,0.872,8347.501,3.31,0.764,948.751,-6.113,0.584,0.323,-90.783,466.925,90.175,53.351,24.993,14.561,12.073,0.163,0.122,0.054,12.011,0.38,1.805,1.749,5.953,64.686,-3.732,167.061,5.397,1.715,7.683,28.525,24.37,44.929,79.152,11.022,61.79,200.852,55.64,504.39,0.01,4.303,10.249,0.59,0.002,7327.152,38.976,0.405,1751.327,1428.802,-0.563,13.28,9.061,157.701,8.763,0.589,8245.008,17.054,242.239,9.736,-11.96,0.104,43.71,0.859,13.808,20620.828,189.317,58.04,9.657,283.725,-61.91,3.717,344.094,7768.048,510.66,-12.274,10.22,1.65,0.667,14.683,4.959,0.002,23770.416,448.24,3.888,3149.588,1239.486,2623.612,1.796,0.024,1.214,18744.473,0.47,909.519,0.083,1.038,0.001,171.617
France,2005,3154.079,61625030.0,1.409,52124.855,2238790500352.0,0.019,-0.393,0.073,6.747,3.19,8.951,2.586,6.355,1.13,0.132,-24.194,94.908,32.657,1.404,1.135,551.581,135.786,1.856,0.002,0.675,3.915,0.584,0.941,1.537,1.757,2.883,462.856,2.416,18426.547,0.148,12082.93,76.085,-0.495,0.175,41.583,0.246,0.124,1.389,-4081.059,0.673,2.62,7.511,2.173,3.931,62.071,0.003,118.553,0.064,4.496,33558.387,-0.554,9.108,1.007,7.801,1.535,415.795,0.913,2.832,1.521,0.538,0.014,480.763,1.47,29156.523,391.601,0.186,587.96,1.54,2266.316,85.606,241.28,0.287,15.578,35.016,28826.055,9235.541,-26.051,1104.419,446.41,892.171,55.01,0.734,-7.255,55.302,0.0,-24.208,54.98,23.07,2436.099,569.14,3.87,-2.803,-13.125,-19.248,11.004,2.185,85.533,-1.978,8219.232,3.39,-0.403,813.631,5.021,0.596,2.695,-100.0,477.126,88.996,61.681,25.213,11.758,12.36,0.162,0.209,0.087,1.19,0.392,2.117,2.38,5.362,108.799,3.184,195.538,4.674,2.755,7.789,45.523,27.51,44.698,79.335,9.66,62.799,204.267,62.63,508.81,0.01,4.834,8.81,0.96,0.006,7327.062,39.336,0.497,1744.267,1409.812,-2.238,-7.061,69.319,162.722,24.299,1.04,8256.555,14.816,194.314,-22.282,-1.214,0.169,48.68,-0.819,-18.99,20503.613,169.137,50.14,10.201,244.851,-60.33,4.053,374.361,7885.062,506.51,-11.857,12.05,-0.316,0.68,15.127,5.159,0.002,23298.797,451.53,6.583,2795.184,1240.675,2689.169,-20.18,0.03,0.0,18251.824,0.48,1016.309,0.084,-13.559,0.001,147.409
France,2006,3128.931,62049831.0,1.362,51362.02,2297018187776.0,0.019,-0.373,0.074,6.546,3.134,8.878,2.51,6.173,1.217,0.13,-23.12,92.313,35.639,1.326,1.065,550.908,144.751,1.817,0.002,0.649,3.806,-2.318,0.881,1.542,1.661,2.863,451.332,-9.638,18486.064,0.15,12319.118,80.681,-0.434,0.167,40.298,0.24,0.122,1.364,-4104.178,-2.187,-8.564,7.274,2.105,4.231,59.521,0.003,122.784,0.068,4.596,33964.547,-0.553,9.307,0.959,7.54,1.522,406.157,0.921,2.794,1.513,0.488,0.014,467.879,1.486,29539.561,383.037,0.177,597.267,1.488,2358.628,84.648,236.189,-0.099,35.133,35.215,28119.734,9142.657,-25.148,1101.849,368.897,981.631,54.472,-0.296,11.768,54.748,0.0,12.796,60.91,21.76,2629.794,567.3,3.84,1.213,-5.652,10.316,9.907,-3.421,76.573,-0.233,8236.934,3.38,-1.791,884.451,-12.346,0.596,1.389,,460.805,90.093,126.819,25.415,12.971,12.261,0.161,0.255,0.198,-11.456,0.392,2.036,-0.801,5.966,130.874,-7.587,186.141,5.12,6.209,7.413,101.917,22.89,45.252,79.357,10.737,61.886,201.271,56.2,503.96,0.01,4.035,9.674,2.18,0.004,7255.303,39.286,0.556,1713.03,1415.9,-0.837,-31.236,21.103,150.376,13.383,3.454,8121.865,13.979,212.92,-2.57,0.0,0.384,43.44,-0.797,6.088,20177.875,186.681,54.88,-16.32,229.461,-63.34,3.836,350.686,7564.214,511.1,-12.568,11.55,1.179,0.677,14.727,4.806,0.002,23242.285,450.19,7.973,3064.411,1229.219,2468.445,17.545,0.034,0.0,18087.076,0.46,905.724,0.081,9.369,0.001,160.205
